date,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
08.12.2018 18:00,-8.1,752.5,763.9,0.3,98,"Ветер, дующий с юга",1,,,Небо не видно из-за тумана и/или других метеорологических явлений.,"Туман с отложением изморози, неба не видно. ",Туман или ледяной туман или сильная мгла.,Облака покрывали более половины неба в течение всего соответствующего периода.,,-7.0,,,,,,0.5,-8.4,Осадков нет,12,,,,
08.12.2018 15:00,-7.9,752.2,763.6,0.5,98,"Ветер, дующий с юго-юго-запада",1,,,100%.,Дымка. ,Облака покрывали более половины неба в течение всего соответствующего периода.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,1.0,-8.2,,,,,,
08.12.2018 12:00,-7.1,751.7,763.0,0.3,96,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,300-600,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-7.7,,,,,,
08.12.2018 09:00,-9.5,751.4,762.8,0.6,97,"Штиль, безветрие",0,,,100%., ,,,-10.5,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,300-600,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-9.9,,,,,,
08.12.2018 06:00,-10.3,750.8,762.1,-0.1,98,"Штиль, безветрие",0,,,100%., ,,,-10.3,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,300-600,"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-10.6,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,18.0
08.12.2018 03:00,-8.2,750.9,762.1,-0.2,96,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-8.7,,,,,,
08.12.2018 00:00,-7.3,751.1,762.4,-0.4,94,"Ветер, дующий с юго-юго-запада",1,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-8.1,,,,,,
07.12.2018 21:00,-6.9,751.5,762.7,-0.4,95,"Штиль, безветрие",0,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-7.6,,,,,,
07.12.2018 18:00,-5.9,751.9,763.2,-0.7,93,"Ветер, дующий с юго-юго-востока",1,,,100%., ,,,,-3.7,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-6.9,1.0,12,,,,
07.12.2018 15:00,-5.1,752.6,763.8,-0.2,93,"Ветер, дующий с юга",1,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-6.1,,,,,,
07.12.2018 12:00,-4.4,752.8,763.9,-0.5,96,"Ветер, дующий с юга",1,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.",Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-4.9,,,,,,
07.12.2018 09:00,-4.4,753.3,764.5,-0.2,98,"Ветер, дующий с юга",1,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,-4.4,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,200-300,,,4.0,-4.7,,,,,,
07.12.2018 06:00,-3.7,753.5,764.7,0.1,98,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный умеренный в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,-3.8,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,2.0,-4.0,1.0,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,18.0
07.12.2018 03:00,-3.3,753.4,764.5,-0.1,98,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-3.6,,,,,,
07.12.2018 00:00,-2.6,753.5,764.6,-0.1,96,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-3.2,,,,,,
06.12.2018 21:00,-2.4,753.6,764.7,-0.9,96,"Ветер, дующий с юга",3,,,100%.,Состояние неба в общем не изменилось. ,Ливень (ливни).,Снег и/или другие виды твердых осадков,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",70 – 80%.,200-300,"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-3.0,,,,,,
06.12.2018 18:00,-3.0,754.5,765.6,-0.4,97,"Ветер, дующий с юга",2,,10,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,-2.4,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,200-300,,,10.0,-3.4,0.4,12,,,,
06.12.2018 15:00,-2.5,754.9,766.0,-0.2,99,"Ветер, дующий с юга",3,,,100%.,Снежные зерна (с туманом или без него). ,Снег и/или другие виды твердых осадков,Морось.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,4.0,-2.6,,,,,,
06.12.2018 12:00,-2.5,755.1,766.3,-0.1,98,"Ветер, дующий с юго-юго-запада",3,,,100%.,Состояние неба в общем не изменилось. ,Морось.,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые туманообразные или слоистые разорванные, либо те и другие, но не относящиеся к облакам плохой погоды.",100%.,100-200,,,10.0,-2.8,,,,,,
06.12.2018 09:00,-3.1,755.2,766.3,0.1,98,"Ветер, дующий с юго-юго-запада",3,,,100%., ,,,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",70 – 80%.,200-300,Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-3.4,,,,,,
06.12.2018 06:00,-2.9,755.1,766.2,0.0,94,"Ветер, дующий с юго-юго-запада",3,,,100%., ,,,-5.2,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",70 – 80%.,200-300,Высокослоистые просвечивающие.,,10.0,-3.8,Следы осадков,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,18.0
06.12.2018 03:00,-2.8,755.1,766.3,-0.1,94,"Ветер, дующий с юго-юго-запада",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.","90  или более, но не 100%",300-600,Высокослоистые просвечивающие.,,10.0,-3.6,,,,,,
06.12.2018 00:00,-3.9,755.2,766.4,-0.3,99,"Ветер, дующий с юга",2,,,100%., ,,,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,200-300,,,10.0,-4.0,,,,,,
05.12.2018 21:00,-4.7,755.5,766.7,-0.2,98,"Ветер, дующий с юго-юго-запада",2,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,200-300,,,10.0,-5.0,,,,,,
05.12.2018 18:00,-5.2,755.7,766.9,-0.3,96,"Ветер, дующий с юго-юго-запада",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,-4.8,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",100%.,200-300,,,4.0,-5.7,0.2,12,,,,
05.12.2018 15:00,-5.1,756.0,767.2,0.0,93,"Ветер, дующий с юго-юго-запада",3,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Ливень (ливни).,Снег и/или другие виды твердых осадков,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",100%.,300-600,,,4.0,-6.0,,,,,,
05.12.2018 12:00,-4.8,756.0,767.2,0.5,89,"Ветер, дующий с юго-юго-запада",3,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-6.3,,,,,,
05.12.2018 09:00,-5.2,755.5,766.8,0.0,90,"Ветер, дующий с юго-юго-запада",4,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,-5.2,,"Слоисто-кучевые, образовавшиеся не из кучевых.",100%.,300-600,,,10.0,-6.6,,,,,,
05.12.2018 06:00,-4.9,755.5,766.7,0.0,89,"Ветер, дующий с юго-юго-запада",3,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,-4.9,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,300-600,"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-6.4,Следы осадков,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,19.0
05.12.2018 03:00,-4.6,755.5,766.8,-0.2,89,"Ветер, дующий с юго-юго-запада",4,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,300-600,"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,4.0,-6.1,,,,,,
05.12.2018 00:00,-4.5,755.7,766.9,-0.1,89,"Ветер, дующий с юго-юго-запада",4,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",20–30%.,300-600,"Высококучевые просвечивающие, расположенные на одном уровне.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-6.0,,,,,,
04.12.2018 21:00,-3.8,755.8,766.9,-0.3,89,"Ветер, дующий с юга",3,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",40%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-5.4,,,,,,
04.12.2018 18:00,-3.5,756.1,767.3,-0.1,94,"Ветер, дующий с юго-юго-запада",2,,,100%.,Снег неливневый. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,-3.5,"Слоисто-кучевые, образовавшиеся не из кучевых.",50%.,300-600,Высокослоистые просвечивающие.,,10.0,-4.3,0.2,12,,,,
04.12.2018 15:00,-4.0,756.2,767.4,0.3,96,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.",70 – 80%.,200-300,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-4.5,,,,,,
04.12.2018 12:00,-4.6,755.9,767.2,0.2,96,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоистые разорванные или кучевые разорванные облака плохой погоды, либо те и другие вместе (разорванно-дождевые); обычно расположены под слоистыми или слоисто-дождевыми облаками.","90  или более, но не 100%",200-300,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-5.2,,,,,,
04.12.2018 09:00,-5.1,755.7,766.9,0.3,94,"Ветер, дующий с юга",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,600-1000,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-5.9,,,,,,
04.12.2018 06:00,-5.4,755.4,766.6,0.5,95,"Ветер, дующий с юго-юго-запада",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,-6.6,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,300-600,"Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,4.0,-6.1,0.6,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,19.0
04.12.2018 03:00,-5.6,754.9,766.1,0.4,95,"Ветер, дующий с юго-юго-запада",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Ливень (ливни).,Снег и/или другие виды твердых осадков,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-6.3,,,,,,
04.12.2018 00:00,-5.7,754.5,765.7,0.3,95,"Ветер, дующий с юго-юго-запада",2,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-6.4,,,,,,
03.12.2018 21:00,-5.9,754.2,765.4,-0.1,96,"Ветер, дующий с юга",2,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час.  Диаметр отложения при гололеде составляет 1 мм.,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",60%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-6.5,,,,,,
03.12.2018 18:00,-6.6,754.3,765.5,-0.7,92,"Ветер, дующий с юга",2,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,-6.6,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-7.7,0.4,12,,,,
03.12.2018 15:00,-8.0,755.0,766.3,-1.0,89,"Ветер, дующий с юго-юго-востока",3,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",20–30%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-9.5,,,,,,
03.12.2018 12:00,-8.3,756.0,767.3,0.0,82,"Ветер, дующий с юго-юго-востока",2,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.",Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-10.9,,,,,,
03.12.2018 09:00,-8.3,756.0,767.3,-3.1,82,"Ветер, дующий с юго-юго-востока",2,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.",Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-10.9,,,,,,
03.12.2018 06:00,-8.3,759.1,770.5,-2.3,71,"Ветер, дующий с востоко-юго-востока",1,,,100%., ,,,-13.5,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.",,10.0,-12.6,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,19.0
03.12.2018 03:00,-8.7,761.4,772.9,-1.6,69,"Ветер, дующий с юго-востока",1,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",100%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-13.5,,,,,,
03.12.2018 00:00,-11.3,763.0,774.7,-1.0,69,"Ветер, дующий с юго-юго-запада",1,,,70 – 80%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистых, перисто-кучевых или перисто-слоистых нет.",10.0,-16.0,,,,,,
02.12.2018 21:00,-13.2,764.0,775.7,-0.6,84,"Ветер, дующий с юга",1,,,20–30%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-15.4,,,,,,
02.12.2018 18:00,-12.9,764.6,776.3,-0.5,86,"Ветер, дующий с юга",1,,,"90  или более, но не 100%", ,,,,-8.2,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.",Высокослоистые непросвечивающие или слоисто-дождевые.,"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.",10.0,-14.8,Осадков нет,12,,,,
02.12.2018 15:00,-11.7,765.1,776.8,-0.2,86,"Ветер, дующий с юга",1,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.",Высокослоистые непросвечивающие или слоисто-дождевые.,"Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.",10.0,-13.6,,,,,,
02.12.2018 12:00,-9.5,765.3,776.9,0.6,77,"Ветер, дующий с юга",1,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",20–30%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.",10.0,-12.9,,,,,,
02.12.2018 09:00,-12.8,764.7,776.4,1.1,87,"Ветер, дующий с юго-юго-запада",1,,,70 – 80%., ,,,-12.8,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые (часто в виде полос) и перисто-слоистые, распространяющиеся по небу и в целом обычно уплотняющиеся, но сплошная пелена поднимается над горизонтом менее чем на 45°.",10.0,-14.5,,,,,,
02.12.2018 06:00,-9.2,763.6,775.5,0.7,70,"Ветер, дующий с западо-юго-запада",1,,,20–30%., ,,,-9.6,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-13.7,Осадков нет,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,20.0
02.12.2018 03:00,-9.0,762.9,774.7,0.8,80,"Ветер, дующий с юго-запада",1,,,60%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-11.9,,,,,,
02.12.2018 00:00,-6.3,762.1,773.7,1.1,84,"Ветер, дующий с запада",1,,,70 – 80%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",Облаков нет.,"2500 или более, или облаков нет.","Высококучевых, высокослоистых или слоисто-дождевых облаков нет.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-8.6,,,,,,
01.12.2018 21:00,-4.9,761.0,772.3,0.6,83,"Ветер, дующий с запада",2,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",60%.,"2500 или более, или облаков нет.","Высококучевые просвечивающие, расположенные на одном уровне.","Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.",10.0,-7.4,,,,,,
01.12.2018 18:00,-5.2,760.4,771.7,0.5,86,"Ветер, дующий с западо-юго-запада",1,,,100%., ,,,,-4.0,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.","Перисто-кучевые одни или перисто-кучевые, сопровождаемые перистыми или перисто-слоистыми, либо те и другие, но перисто-кучевые преобладают среди них.",10.0,-7.2,Следы осадков,12,,,,
01.12.2018 15:00,-4.7,759.9,771.1,1.0,86,"Ветер, дующий с юго-запада",2,,,100%., ,,,,,"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.",70 – 80%.,"2500 или более, или облаков нет.","Высококучевые, просвечивающие или плотные в двух или более слоях или высококучевые плотные в одном слое, не распространяющиеся но небу, либо высококучевые с высокослоистыми или слоисто-дождевыми.","Перистые когтевидные или нитевидные или первые и вторые, распространяющиеся по небу и в целом обычно уплотняющиеся.",10.0,-6.7,,,,,,
01.12.2018 12:00,-4.5,758.9,770.2,0.4,89,"Ветер, дующий с юго-запада",2,,,100%., ,,,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",40%.,600-1000,"Высококучевые просвечивающие, полосами, либо один или несколько слоев высококучевых просвечивающих, распространяющихся по небу; эти высококучевые в целом уплотняются.",,10.0,-6.0,,,,,,
01.12.2018 09:00,-6.0,758.5,769.9,0.4,93,"Ветер, дующий с юго-запада",2,,,100%.,Состояние неба в общем не изменилось. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-6.9,,,,,,
01.12.2018 06:00,-6.9,758.1,769.5,0.7,93,"Ветер, дующий с юго-запада",2,,,100%.,Ливневый снег слабый в срок наблюдения или за последний час. ,Ливень (ливни).,Облака покрывали более половины неба в течение всего соответствующего периода.,-8.2,,"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-7.8,Следы осадков,12,,,Ровный слой сухого рассыпчатого снега покрывает поверхность почвы полностью.,20.0
01.12.2018 03:00,-7.5,757.4,768.8,0.9,91,"Ветер, дующий с западо-юго-запада",1,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",70 – 80%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-8.7,,,,,,
01.12.2018 00:00,-7.9,756.5,767.8,1.6,90,"Ветер, дующий с запада",2,,,100%.,Состояние неба в общем не изменилось. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",60%.,1000-1500,Высокослоистые непросвечивающие или слоисто-дождевые.,,10.0,-9.3,,,,,,
30.11.2018 21:00,-8.2,754.9,766.2,1.2,90,"Ветер, дующий с запада",2,,,100%.,Снег непрерывный слабый в срок наблюдения. ,Снег и/или другие виды твердых осадков,Облака покрывали более половины неба в течение всего соответствующего периода.,,,"Слоисто-кучевые, образовавшиеся не из кучевых.",50%.,300-600,Высокослоистые непросвечивающие или слоисто-дождевые.,,4.0,-9.5,,,,,,
